internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
154842883,Amanita xanthocephala,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,xanthocephala,,,,,(Berk.) D.A. Reid &amp; R.N. Hilton,"<em>Amanita xanthocephala</em> is a long-known species, that has been described under several names (such as <em>Amanitopsis pulchella</em>) but has a stable taxonomy and no issues around species delimitation. There have been suggestions that populations in Western Australia might represent a different species, but there is no morphological support for this, and in the absence of molecular data, it is reasonable to accept a single species, especially since there are other species of agarics that are known from eastern and western Australia (with confirmation from DNA sequence data)."
154843178,Beenakia dacostae,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,GOMPHALES,CLAVARIADELPHACEAE,Beenakia,dacostae,,,,,D.A. Reid,"<em>Beenakia dacostae</em> is a distinctive species, described in 1955. It is recognisable in the field by the relatively soft sporing bodies, pale pileus, and decurrent, olive-brown spines."
154843479,Entoloma ravinense,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,ENTOLOMATACEAE,Entoloma,ravinense,,,,,"P.S. Catches., Vonow &amp; D.E.A. Catches.","<em>Entoloma ravinense</em> was first collected in 2010, and formally described in 2016."
154923184,Dichomitus newhookii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,POLYPORACEAE,Dichomitus,newhookii,,,,,P.K. Buchanan &amp; Ryvarden,"<em>Dichomitus newhookii</em> PK Buchanan &amp; Ryvarden was established for two collections (1955, 1956) previously by G. Cunningham as <em>Poria leucoplaca</em> (Berk.) Cooke (=<em>Dichomitus leucoplacus</em> (Berk.) Ryvarden), a species with smaller pores ((3-)4-5 per mm) and spores (10-14 x 4-5.5 µm).<em> D. newhookii</em> is microscopically distinctive in occasionally septate basidiospores possibly related to spore maturity.<br/><br/>In macroscopic appearance it strongly resembles the New Zealand species <em>Perenniporia podocarpi</em>."
154926191,Ganoderma sp. nov. 'Awaroa',FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,GANODERMATACEAE,Ganoderma,sp. nov. 'Awaroa',,,,,,"This unnamed species of <em>Ganoderma </em>is considered to be endemic to New Zealand. Of New Zealand’s 3 species of <em>Ganoderma</em>, it is the only one with a shiny (laccate) upper surface, readily distinguishable from the 2 common species of <em>Ganoderma </em>that have a dull (non-laccate) upper surface. This rare species is known from only 3 fungarium specimens, one of which was earlier mistakenly identified by Steyaert (from Belgium) as <em>G. tropicum</em>.<br/><br/>Phylogenetic study is needed before describing this as a new species to confirm its novelty and closest relatives. <em>Ganoderma </em>is already a complex genus, plagued by multiple names for individual species. But phylogenetic study first requires fresh material as a source of DNA; attempts have been unsuccessful to extract DNA from the 3 aged (1969-1972) dried fungarium specimens."
154926290,Antrelloides atroceracea,FUNGI,ASCOMYCOTA,PEZIZOMYCETES,PEZIZALES,PEZIZACEAE,Antrelloides,atroceracea,,,,,P.S. Catches. &amp; D.E.A. Catches.,This is the sole species of the recently described (2018) genus <em>Antrelloides.</em>
154932417,Auriscalpium sp. nov. 'Blackwood',FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,AURISCALPIACEAE,Auriscalpium,sp. nov. 'Blackwood',,,,,,"This is currently an undescribed species, but the following description has been prepared by Brian Claus &amp; Tom May.<br/><br/>Pileus: diameter 3–19 mm, rounded to convex, semi-circular to shell shaped, margin wavy; brown, smooth texture, sparsely hispid becoming more densely so near attachment, hairs erect, white to pale fawn, flesh firm, dry, thin.&#160;<br/><br/>Spines: 1–3 mm long, attachment decurrent, blunt, length increasing towards the stipe.&#160;<br/><br/>Stipe: at times very short to almost absent, if present 1–7 × 3 mm, laterally attached, pale fawn. A basal mass of white hairy fibres fixes basidiome to substrate.&#160;&#160;<br/><br/>Hyphal composition: monomitic, consisting of thick walled hyaline generative hyphae (2–8µm wide) and hyaline to pale yellow gloeoplerous or oleiferous hyphae (–8µm wide), hyphae in the pileipellis irregularily but occasionally heavily encrusted with brown pigment, clamps present throughout all tissues.&#160;&#160;<br/><br/>Basidia: 15–34 × 4–7 µm, subclavate, with (1–)4 sterigmata, basal clamp present.&#160;<br/><br/>Gloeocystidia: arising from gloeoplerous hyphae –12 µm in diameter, occasionally hymenial (38–50 × 7–10 µm), clavate, projecting beyond the basidia, staining dark purple to black in sulpho-vanillin otherwise hyaline to pale yellow in 3% KOH.&#160;&#160;<br/><br/>Basidiospores: 5–6(–7) × (3.5–)4–6 µm, Q = 1.1–1.2, globose or subglobose to ellipsoid, amyloid, with fine verrucose ornamentation.&#160;<br/><br/>Specimens Examined: AUSTRALIA.&#160; VICTORIA. Blackwood, Jack Cann Reserve (opposite the Garden of St Erth) Great Dividing Trail on the northern side of the Lerderderg road, 2.vii.2006, FNCV 55 (MEL 2305170); 1.vii.2007, FNCV 69 (MEL 2323326)."
154932503,Sarcodon sp. nov. 'Wombat',FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,THELEPHORALES,BANKERACEAE,Sarcodon,sp. nov. 'Wombat',,,,,,"This is an undescribed species, characterised during a revision of the Australian species of <em>Sarcodon </em>by James Douch (The University of Melbourne). DNA sequence data for two collections for ITS, LSU, and tef1 regions does not match sequences of any other species in the genus from Australia or elsewhere. A collection from Tasmania agrees morphologically, but there are no sequences available for this collection. The following description has been prepared by James Douch.<br/><br/>Description:&#160;<br/><br/>Basidiomata simple or connate, strongly smelling of sweet fenugreek when dry.&#160;<br/>Pileus 130–165 mm diam., shape irregular in top view, plano-convex, brown, Snuff Brown (Rayner), becoming darker brown, Cigar Brown (Rayner), towards centre, margin entire, mostly inrolled but plane in some zones, networked with minute cracks, rimose, particularly in centre, exposing white, White (Rayner), context.&#160;<br/>Spines to 6 × 1 mm, shorter near stipe and margin, adnexed, approx. 120 per cm2, buff, Vinaceous Buff (Rayner). Stipe to 46 × 28 mm, central, terete, rough, white, White (Rayner); context concolourous with pileus context, solid.&#160;<br/>Basidiopores 4.56–7.02 × 3.82–6.03 µm (x̄ = 5.80 ± 0.60 × 4.65 ± 0.66, n = 30), globose to ellipsoid [Q = 1.00–1.55 (x̄ = 1.27 ± 0.16, n = 30)], tuberculate with paired tubercles, inamyloid in Melzer’s iodine, brown in transmitted light.&#160;<br/>Basidia 29.36–47.15 × 5.63–9.47 µm (x̄ = 36.61 ± 4.64 × 7.99 ± 0.90, n = 30), 1.92–3.86 µm wide at base (x̄ = 2.61 ± 0.39, n = 30), clavate, four-spored, without basal clamp, hyaline; sterigmata 3.07–6.61 × 1.10–2.33 µm (x̄ = 4.67 ± 1.11 × 1.70 ± 0.29, n = 30); basidioles 21.97–40.45 × 4.29–8.87 µm (x̄ = 29.55 ± 4.97 × 6.19 ± 1.01, n = 30), 1.97–4.78 µm wide at base (x̄ = 2.73 ± 0.53, n = 30), clavate, hyaline.&#160;<br/>Cystidia absent.&#160;<br/>Pileipellis a cutis consisting of repent, sometimes branched, septate, hyaline hyphae with few clamp connections, 2.77–6.81 µm diam. (x̄ = 4.79 ± 1.07, n = 30).&#160;<br/>Pileus trama hyphae similar to those of pileipellis but interwoven. Hymenophoral trama hyphae similar to those of pileipellis but interwoven.&#160;<br/>Stipitipellis similar to pileipellis. Stipe trama hyphae similar to those of pileipellis but interwoven and parallel.&#160;<br/>KOH reaction of squashed spine is faint Pistachio Green (Rayner).&#160;<br/>Spore print not taken.<br/><br/>Collections examined: Victoria: Wombat State Forest, Walter J.B. s.n., 21 Apr. 2011 (MEL 2417187); Old Toolangi Rd, between Dixon’s Creek and Toolangi, Crichton G.A. s.n., 27 Apr. 1969 (MEL 1054646 = MEL 2306426)."
155202927,Xerocomus griseo-olivaceus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Xerocomus,griseo-olivaceus,,,,,McNabb,
155269816,Spongiforma squarepantsii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Spongiforma,squarepantsii,,,,,"Desjardin, Peay &amp; T.D. Bruns",
155277864,Boletus chilensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Boletus,chilensis,,,,,Singer,
155279161,Boletus putidus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Boletus,putidus,,,,,E. Horak,
155280324,Boletus loyita,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Boletus,loyita,,,,,E. Horak,
155281486,Amanita aporema,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,aporema,,,,,Boedijn,
156286058,Amanita lepiotoides,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,lepiotoides,,,,,Barla,"The complex of <em>Amanita lepiotoides</em> in the section Amidella also comprises the two better known Mediterranean species <em>A. ponderosa</em> and <em>A. curtipes </em>(Moreno, Gabriel, et al. 2008)."
157150127,Laccariopsis mediterranea,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,PHYSALACRIACEAE,Laccariopsis,mediterranea,,,,,(Pacioni &amp; Lalli) Vizzini,"This species was recently recombined in the new monotipic genus <em>Laccariopsis</em> Vizzini, on morphological and molecular bases. The species is also now referred to as&#160;<em>Laccariopsis mediterranea</em> (Pacioni &amp; Lalli) Vizzini (2013). It belongs in family Physalacriaceae, close to genera&#160;<em>Gloiocephala</em> and <em>Rhizomarasmius</em>."
147323011,Hygrophorus calophyllus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Hygrophorus,calophyllus,,,,,P. Karst.,
163618381,Nothojafnea thaxteri,FUNGI,ASCOMYCOTA,PEZIZOMYCETES,PEZIZALES,PYRONEMATACEAE,Nothojafnea,thaxteri,,,,,(E.K. Cash) Gamundí,
147144825,Alessioporus ichnusanus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Alessioporus,ichnusanus,,,,,"(Alessio, Galli &amp; Littini) Gelardi, Vizzini &amp; Simonini",
172677957,Amanita merxmuelleri,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,merxmuelleri,,,,,Bresinsky &amp; Garrido,
172678036,Amanita morenoi,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,morenoi,,,,,Raithelh.,"<em>Amanita morenoi</em> is sometimes misidentified as the Australian taxon <em>A. umbrinella</em>, an Australian species that is clearly differentiated phylogenetically (Truong <em>et al</em>. 2017)."
172678073,Amanita nouhrae,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,nouhrae,,,,,"Truong, Kuhar &amp; M.E. Sm.",
172678313,Marasmius yanomami,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,MARASMIACEAE,Marasmius,yanomami,,,,,J.S. Oliveira &amp; N.K. Ishikawa,
172678393,Russula rubropunctatissima,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Russula,rubropunctatissima,,,,,J.L. Cheype &amp; E. Campo,
172678456,Russula fuegiana,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Russula,fuegiana,,,,,Singer,
172732651,Aleurodiscus stratosus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,STEREACEAE,Aleurodiscus,stratosus,,,,,"Gorjón, Gresl. &amp; Rajchenb.",
172733071,Athelopsis tenuicystidiata,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,ATHELIALES,ATHELIACEAE,Athelopsis,tenuicystidiata,,,,,"Gorjón, Gresl. &amp; Rajchenb.",
172733999,Aleurocystis gloeocystidiata,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,STEREACEAE,Aleurocystis,gloeocystidiata,,,,,Rajchenb. &amp; Robledo,
172734196,Cortinarius carneoroseus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,carneoroseus,,,,,(E. Horak) Peintner &amp; M.M. Moser,The basionym for this species is <em>Thaxterogaster carneoroseus</em> E. Horak (Horak 1965). The species was transferred to the genus <em>Cortinarius</em> by Peintner <em>et al.</em> (2002).
172734366,Cortinarius dombeyi,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,dombeyi,,,,,(Singer) Peintner &amp; M.M. Moser,
172734379,Cortinarius holojanthinus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,holojanthinus,,,,,Peintner &amp; M.M. Moser,Peintner <em>et al.</em> (2002) proposed this species within the genus <em>Cortinarius</em> as <em>Cortinarius holojanthinus </em>Peintner &amp; M.M. Moser.
172734416,Cortinarius sphaerocephalus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,sphaerocephalus,,,,,(E. Horak &amp; M.M. Moser) Peintner &amp; M.M. Moser,
172734432,Cortinarius lebre,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,lebre,,,,,Garrido,
172734469,Cortinarius magellanicus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,magellanicus,,,,,Speg.,"This individuals with this binomial are reported from South America and Australasia. However, individuals from New Zealand appear to not represent the same species as the type from South America (Peintner <em>et al.</em> 2004) and so only the South American individuals are assessed here."
172734855,Aleurina echinata,FUNGI,ASCOMYCOTA,PEZIZOMYCETES,PEZIZALES,PYRONEMATACEAE,Aleurina,echinata,,,,,(Gamundí) Korf &amp; W.Y. Zhuang,"Following Tedersoo and Smith (2013), we based our assessment strictly from the ITS lineage that corresponds to the fruiting body collection from Magallanes (GenBank: KC905033)."
172735556,Geomorium furciae,FUNGI,ASCOMYCOTA,PEZIZOMYCETES,PEZIZALES,NOT ASSIGNED,Geomorium,furciae,,,,,"Kraisit., Pfister &amp; M.E. Sm.",
172735597,Geomorium gamundiae,FUNGI,ASCOMYCOTA,PEZIZOMYCETES,PEZIZALES,NOT ASSIGNED,Geomorium,gamundiae,,,,,"Kraisit., Pfister, Mujic, Healy &amp; M.E. Sm.","Kraisitudomsook e<em>t al.</em> (2020) examined a specimen from the Farlow Herbarium (FH-00284257, near Concepción, Chile, 1906) that was morphologically similar to <em>Geomorium gamundiae</em>, but with different spore dimensions and ornaments. This variability suggests that further collecting in the northern ranges of Nothofagaceae in South America may reveal additional new truffle-like species."
172735667,Geomorium geodon,FUNGI,ASCOMYCOTA,PEZIZOMYCETES,PEZIZALES,NOT ASSIGNED,Geomorium,geodon,,,,,"Kraisit., Pfister, Mujic, Kuhar &amp; M.E. Sm.","Kraisitudomsook <em>et al.</em> (2020) mention that this species could correspond to <em>Underwoodia singeri var. fulvostipitata</em>, but the type specimen of this variety is apparently lost."
172735856,Geomorium fuegianum,FUNGI,ASCOMYCOTA,PEZIZOMYCETES,PEZIZALES,NOT ASSIGNED,Geomorium,fuegianum,,,,,Speg.,
172739173,Xylodon crassisporus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,HYMENOCHAETALES,SCHIZOPORACEAE,Xylodon,crassisporus,,,,,(Gresl. &amp; Rajchenb.) Hjortstam &amp; Ryvarden,The species was combined in the genus <em>Xylodon</em> as <em>Xylodon crassisporus </em>(Riebesehl and Langer 2017).
172739508,Kavinia chacoserrana,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,GOMPHALES,LENTARIACEAE,Kavinia,chacoserrana,,,,,Robledo &amp; Urcelay,
172740193,Amanita viscidolutea,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,viscidolutea,,,,,"Menolli, Capelari &amp; Baseia",
172740223,Entoloma chilense,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,ENTOLOMATACEAE,Entoloma,chilense,,,,,(E. Horak) Noordel. &amp; Co-David,The basionym of this species is <em>Rhodogaster chilensis </em>(E. Horak). The genus <em>Rhodogaster </em>is nested within the <em>Entoloma </em>sensu lato and was transferred to <em>Entoloma </em>by Co-David <em>et al</em>. (2009).
172740274,Ramaria patagonica,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,GOMPHALES,GOMPHACEAE,Ramaria,patagonica,,,,,(Speg.) Corner,
172740470,Stilbohypoxylon macrosporum,FUNGI,ASCOMYCOTA,SORDARIOMYCETES,XYLARIALES,XYLARIACEAE,Stilbohypoxylon,macrosporum,,,,,Hladki &amp; A.I. Romero,
172740512,Austroboletus festivus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Austroboletus,festivus,,,,,(Singer) Wolfe,"The taxonomy of this family is currently highly fluid - this species may therefore move into a new genus. There are records assigned to this species name from Brazil, Guyana and Colombia, however the sequences are sufficiently different that it is unlikely that they represent the same species. We therefore consider this species to be restricted to the coastal Atlantic forest of Brazil, with other cryptic species requiring new names."
